ID,Date,PRCP,SNOW,TMAX,TMIN,TAVG,AWND,BikeRides,Holiday,Month,Weekday
329,26/11/2015,0.0,0.0,17.8,4.4,9.6,1.1,3394,1,11,3
330,27/11/2015,0.0,,18.3,5.6,10.7,2.4,6240,0,11,4
331,28/11/2015,0.0,0.0,17.8,9.4,12.6,2.1,6418,0,11,5
332,29/11/2015,4.3,0.0,15.0,7.2,11.2,4.0,2877,0,11,6
333,30/11/2015,5.1,0.0,7.2,3.9,5.8,4.6,4160,0,11,0
334,01/12/2015,21.6,0.0,8.9,6.7,7.8,2.1,3954,0,12,1
335,02/12/2015,5.6,0.0,15.0,8.9,10.7,2.6,5740,0,12,2
336,03/12/2015,0.0,0.0,11.7,5.6,9.8,6.1,7969,0,12,3
337,04/12/2015,0.0,0.0,11.7,2.2,6.8,2.3,7940,0,12,4
338,05/12/2015,0.0,0.0,12.2,0.6,6.4,1.1,7087,0,12,5
339,06/12/2015,0.0,0.0,11.1,0.6,5.4,1.3,5979,0,12,6
340,07/12/2015,0.0,0.0,15.6,2.2,7.9,2.4,7928,0,12,0
341,08/12/2015,0.0,0.0,13.3,3.3,8.3,1.7,8458,0,12,1
342,09/12/2015,0.0,0.0,9.4,3.9,6.6,2.2,7982,0,12,2
343,10/12/2015,0.0,0.0,17.2,5.0,9.4,1.2,8685,0,12,3
344,11/12/2015,0.0,0.0,18.9,5.6,10.9,1.7,8722,0,12,4
345,12/12/2015,0.0,0.0,20.0,7.2,12.2,1.5,8720,0,12,5
346,13/12/2015,0.0,0.0,21.7,8.9,13.5,2.3,8034,0,12,6
347,14/12/2015,3.3,0.0,20.6,11.7,15.6,5.1,6645,0,12,0
348,15/12/2015,0.0,0.0,19.4,8.3,16.5,5.5,8804,0,12,1
349,16/12/2015,0.0,0.0,13.9,5.0,9.8,2.4,8624,0,12,2
350,17/12/2015,10.7,0.0,12.2,8.3,9.9,1.6,4553,0,12,3
351,18/12/2015,0.0,0.0,11.1,1.7,8.6,6.1,6698,0,12,4
352,19/12/2015,0.0,0.0,7.2,-1.0,3.0,4.4,-4279,0,12,5
353,20/12/2015,0.0,0.0,7.8,0.0,3.7,2.8,4219,0,12,6
354,21/12/2015,0.0,0.0,14.4,3.3,7.7,5.3,6675,0,12,0
355,22/12/2015,3.6,0.0,16.7,10.6,12.8,3.5,4934,0,12,1
356,23/12/2015,42.4,0.0,18.9,12.2,15.2,2.6,2263,0,12,2
357,24/12/2015,5.1,0.0,21.7,15.6,18.8,4.5,2796,0,12,3
358,25/12/2015,7.6,0.0,20.6,13.9,17.9,2.1,1502,1,12,4
359,26/12/2015,0.3,0.0,15.6,10.6,14.3,3.8,2702,0,12,5
360,27/12/2015,0.5,0.0,21.1,10.6,13.9,5.1,4623,0,12,6
361,28/12/2015,5.8,0.0,15.6,5.0,10.6,6.3,4459,0,12,0
362,29/12/2015,12.7,0.0,11.7,6.7,8.2,3.0,5253,0,12,1
363,30/12/2015,3.8,0.0,12.8,9.4,10.6,2.1,5275,0,12,2
364,31/12/2015,0.0,0.0,13.9,6.7,11.2,3.8,5855,0,12,3
365,01/01/2016,0.0,0.0,8.3,2.2,6.7,3.7,3220,1,1,4
366,02/01/2016,0.0,0.0,8.9,0.0,4.2,2.8,4922,0,1,5
367,03/01/2016,0.0,0.0,12.2,0.0,4.9,3.5,4964,0,1,6
368,04/01/2016,0.0,0.0,3.3,-6.0,2.0,7.5,5133,0,1,0
369,05/01/2016,0.0,0.0,1.1,-8.8,-4.3,4.6,4850,0,1,1
370,06/01/2016,0.0,0.0,4.4,-6.6,-1.7,1.7,5712,0,1,2
371,07/01/2016,0.0,0.0,6.1,1.1,3.3,1.2,6592,0,1,3
372,08/01/2016,0.0,0.0,7.2,4.4,5.1,2.0,6153,0,1,4
373,09/01/2016,5.8,0.0,10.0,5.0,6.9,2.1,5314,0,1,5
374,10/01/2016,14.2,0.0,16.7,2.8,12.5,7.6,5663,0,1,6
375,11/01/2016,0.0,,5.0,-2.1,2.3,4.4,6294,0,1,0
376,12/01/2016,0.0,0.0,8.3,-2.1,2.1,6.0,6490,0,1,1
377,13/01/2016,0.0,0.0,0.0,-6.0,-2.0,4.5,5620,0,1,2
378,14/01/2016,0.0,0.0,11.7,-2.1,1.7,3.4,7164,0,1,3
379,15/01/2016,8.1,0.0,10.0,1.1,5.9,2.6,5983,0,1,4
380,16/01/2016,0.3,0.0,11.7,3.3,7.1,4.1,5908,0,1,5
381,17/01/2016,1.3,8.0,3.3,0.0,2.9,2.9,3400,0,1,6
382,18/01/2016,0.0,0.0,1.1,-8.8,-3.1,7.9,2499,1,1,0
383,19/01/2016,0.0,0.0,-2.1,-9.3,-6.9,6.7,3912,0,1,1
384,20/01/2016,0.8,18.0,-0.5,-7.1,-4.5,3.6,4321,0,1,2
385,21/01/2016,0.0,0.0,1.1,-4.3,-2.3,5.4,4228,0,1,3
386,22/01/2016,13.0,165.0,-1.6,-5.5,-3.3,5.2,2985,0,1,4
387,27/01/2016,0.0,0.0,8.9,-0.5,5.7,4.3,528,0,1,2
388,28/01/2016,0.0,0.0,4.4,-3.8,0.4,1.8,2022,0,1,3
389,29/01/2016,0.0,0.0,6.1,-2.1,2.4,5.4,2942,0,1,4
390,30/01/2016,0.0,0.0,5.6,-4.3,0.8,3.4,2822,0,1,5
391,31/01/2016,0.0,0.0,13.9,2.2,6.2,4.2,3611,0,1,6
392,01/02/2016,3.0,0.0,16.1,6.1,10.0,4.0,4604,0,2,0
393,02/02/2016,0.0,0.0,11.7,2.2,6.7,2.8,6584,0,2,1
394,03/02/2016,12.7,0.0,13.9,5.0,7.4,3.1,4243,0,2,2
395,04/02/2016,0.5,0.0,14.4,5.6,11.2,5.9,6691,0,2,3
396,05/02/2016,1.0,0.0,6.7,0.6,4.8,6.7,5822,0,2,4
397,06/02/2016,0.0,0.0,6.7,-2.1,2.2,2.7,5042,0,2,5
398,07/02/2016,0.0,0.0,7.8,-1.0,3.1,3.3,4664,0,2,6
399,08/02/2016,0.3,0.0,7.8,1.1,4.8,3.8,5994,0,2,0
400,09/02/2016,5.6,0.0,4.4,0.0,3.3,3.4,4053,0,2,1
401,10/02/2016,0.0,0.0,3.9,-3.2,0.9,5.8,5493,0,2,2
402,11/02/2016,0.0,0.0,-1.0,-6.0,-3.3,6.3,4246,0,2,3
403,12/02/2016,0.0,0.0,-0.5,-7.1,-4.3,2.9,4363,0,2,4
404,13/02/2016,0.0,3.0,-2.1,-9.3,-4.3,8.2,1535,0,2,5
405,14/02/2016,0.3,5.0,-3.2,-10.5,-7.8,3.8,1851,0,2,6
406,15/02/2016,11.9,71.0,-0.5,-6.6,-4.6,2.6,501,1,2,0
407,16/02/2016,17.5,0.0,11.7,-1.0,4.5,4.5,3238,0,2,1
408,17/02/2016,0.0,0.0,9.4,-0.5,4.8,3.5,6097,0,2,2
409,18/02/2016,0.0,0.0,4.4,-1.0,2.6,5.1,5822,0,2,3
410,19/02/2016,0.0,0.0,5.6,-3.2,0.5,3.7,5633,0,2,4
411,20/02/2016,0.0,0.0,18.3,4.4,8.2,5.0,8245,0,2,5
412,21/02/2016,2.3,0.0,13.9,7.2,10.4,3.1,4254,0,2,6
413,22/02/2016,0.0,0.0,11.7,5.0,8.8,3.1,7148,0,2,0
414,23/02/2016,13.2,0.0,7.2,4.4,6.3,4.7,2585,0,2,1
415,24/02/2016,27.9,0.0,18.3,5.6,8.8,4.7,3279,0,2,2
416,25/02/2016,0.0,0.0,15.6,4.4,10.9,7.7,6330,0,2,3
417,26/02/2016,0.0,0.0,4.4,-0.5,3.8,7.2,5345,0,2,4
418,27/02/2016,0.0,0.0,8.3,-2.7,2.2,3.2,5432,0,2,5
419,28/02/2016,0.0,,18.3,0.6,7.3,5.0,8732,0,2,6
420,29/02/2016,0.0,0.0,18.3,-1096.7,14.1,5.1,7828,0,2,0
421,01/03/2016,0.0,0.0,18.3,4.4,11.2,4.0,8588,0,3,1
422,02/03/2016,2.5,0.0,15.6,-0.5,9.1,8.4,5918,0,3,2
423,03/03/2016,0.5,0.0,5.0,-1.6,1.4,3.1,5902,0,3,3
424,04/03/2016,1.3,8.0,5.6,0.0,2.2,5.5,5345,0,3,4
425,05/03/2016,0.0,0.0,7.2,1.7,4.0,3.3,5334,0,3,5
426,06/03/2016,0.0,0.0,11.1,2.8,5.4,1.9,5899,0,3,6
427,07/03/2016,0.0,0.0,18.9,2.2,8.3,4.8,9003,0,3,0
428,08/03/2016,0.0,0.0,26.1,7.8,14.9,2.2,10558,0,3,1
429,09/03/2016,0.0,0.0,26.1,8.3,16.3,3.1,11214,0,3,2
430,10/03/2016,0.0,0.0,26.1,13.9,18.7,5.1,10954,0,3,3
431,11/03/2016,0.0,0.0,22.8,13.9,20.2,4.1,11220,0,3,4
432,12/03/2016,0.0,0.0,15.6,10.0,13.6,2.1,10427,0,3,5
433,13/03/2016,6.6,0.0,15.6,9.4,12.9,3.6,5194,0,3,6
434,14/03/2016,4.8,0.0,11.7,8.3,10.3,4.8,7671,0,3,0
435,15/03/2016,0.8,0.0,18.3,8.3,10.9,2.4,8558,0,3,1
436,16/03/2016,0.3,0.0,23.3,9.4,15.4,2.0,13356,0,3,2
437,17/03/2016,0.0,0.0,20.6,9.4,14.8,3.9,10673,0,3,3
438,18/03/2016,0.0,0.0,19.4,8.9,14.6,4.7,11429,0,3,4
439,19/03/2016,3.3,0.0,13.9,3.3,9.0,5.0,3227,0,3,5
440,20/03/2016,0.0,0.0,6.7,2.8,4.4,4.3,4532,0,3,6
441,21/03/2016,0.0,0.0,11.7,2.8,6.1,5.0,7580,0,3,0
442,22/03/2016,0.0,0.0,16.7,1.7,8.3,4.6,9763,0,3,1
443,23/03/2016,0.0,0.0,23.9,11.7,15.9,5.3,12340,0,3,2
444,24/03/2016,0.0,0.0,25.0,10.0,17.3,5.2,13363,0,3,3
445,25/03/2016,0.8,0.0,22.2,9.4,19.1,6.8,12212,0,3,4
446,26/03/2016,0.0,0.0,16.7,5.0,10.4,3.3,14116,0,3,5
447,27/03/2016,0.5,0.0,13.9,8.9,11.8,3.2,8564,0,3,6
448,28/03/2016,8.1,0.0,21.1,9.4,12.7,5.8,8430,0,3,0
449,29/03/2016,0.0,0.0,15.6,7.8,12.3,6.8,10221,0,3,1
450,30/03/2016,0.0,0.0,17.2,5.0,10.9,4.3,10873,0,3,2
451,31/03/2016,0.0,0.0,23.3,12.2,16.4,7.8,11029,0,3,3
452,01/04/2016,1.3,0.0,28.3,17.8,21.6,6.3,10875,0,4,4
453,02/04/2016,2.5,0.0,18.9,7.2,16.1,5.5,9281,0,4,5
454,03/04/2016,0.0,0.0,12.2,2.8,7.8,6.8,6800,0,4,6
455,04/04/2016,1.8,0.0,23.3,3.9,13.8,7.0,207398,0,4,0
456,05/04/2016,0.0,0.0,7.8,-1.0,5.0,6.6,7512,0,4,1
457,06/04/2016,0.0,0.0,13.9,0.0,6.5,5.8,9068,0,4,2
458,07/04/2016,17.8,0.0,18.3,8.9,13.0,5.0,5433,0,4,3
459,08/04/2016,0.0,0.0,12.2,6.1,9.2,5.0,9529,0,4,4
460,09/04/2016,4.3,0.0,10.0,1.1,6.8,6.7,4069,0,4,5
461,10/04/2016,0.0,0.0,11.1,-0.5,4.2,4.3,7421,0,4,6
462,11/04/2016,0.3,0.0,22.8,8.3,12.8,7.4,9456,0,4,0
463,12/04/2016,1.3,0.0,20.0,8.9,17.4,7.1,8583,0,4,1
464,13/04/2016,0.0,0.0,15.0,6.1,10.6,2.8,10131,0,4,2
465,14/04/2016,0.0,0.0,17.8,4.4,11.2,2.2,10523,0,4,3
466,15/04/2016,0.0,0.0,17.8,5.6,12.2,2.0,11395,1,4,4
467,16/04/2016,0.0,0.0,22.2,7.2,14.1,2.8,13505,1,4,5
468,17/04/2016,0.0,0.0,23.3,8.3,14.8,1.6,12367,0,4,6
469,18/04/2016,0.0,0.0,29.4,10.6,19.6,2.1,11882,0,4,0
470,19/04/2016,0.0,0.0,28.9,13.3,21.2,4.7,11927,0,4,1
471,20/04/2016,0.0,0.0,21.7,10.0,16.8,3.6,11650,0,4,2
472,21/04/2016,0.0,0.0,24.4,9.4,15.9,4.7,11447,0,4,3
473,22/04/2016,0.0,0.0,24.4,17.8,20.3,4.8,11093,0,4,4
474,23/04/2016,6.6,0.0,21.7,12.8,18.2,5.6,8487,0,4,5
475,24/04/2016,0.0,0.0,19.4,7.8,14.6,3.7,11948,0,4,6
476,25/04/2016,0.0,0.0,25.6,10.6,16.7,3.5,11694,0,4,0
477,26/04/2016,0.0,0.0,30.0,18.3,23.3,5.1,11718,0,4,1
478,27/04/2016,0.8,0.0,21.7,11.7,16.9,3.5,8360,0,4,2
479,28/04/2016,14.7,0.0,13.3,8.9,12.2,3.7,5195,0,4,3
480,29/04/2016,0.3,0.0,13.3,8.9,10.2,3.3,8258,0,4,4
481,30/04/2016,0.5,0.0,14.4,10.6,12.1,2.7,8511,0,4,5
482,01/05/2016,12.2,0.0,15.0,11.1,12.7,3.1,4376,0,5,6
483,02/05/2016,31.5,0.0,25.0,12.8,16.1,2.5,8139,0,5,0
484,03/05/2016,4.3,0.0,22.8,14.4,18.7,3.3,8132,0,5,1
485,04/05/2016,0.8,0.0,15.6,11.7,14.2,4.1,9625,0,5,2
486,05/05/2016,0.5,0.0,14.4,10.6,11.9,4.9,8726,0,5,3
487,06/05/2016,20.1,0.0,12.8,10.6,12.2,3.9,3102,0,5,4
488,07/05/2016,3.6,0.0,19.4,10.0,13.3,3.0,9225,0,5,5
489,08/05/2016,1.0,0.0,22.2,12.2,16.9,4.5,10803,0,5,6
490,09/05/2016,1.5,0.0,17.8,10.0,14.5,2.5,9164,0,5,0
491,10/05/2016,0.3,0.0,18.3,13.3,15.8,3.1,10242,0,5,1
492,11/05/2016,10.4,0.0,16.1,12.2,13.8,2.2,7669,0,5,2
493,12/05/2016,0.0,0.0,18.9,14.4,15.9,2.1,10805,0,5,3
494,13/05/2016,2.0,0.0,25.6,15.0,19.1,3.5,10106,0,5,4
495,14/05/2016,3.3,0.0,24.4,11.1,17.9,4.5,9389,0,5,5
496,15/05/2016,0.0,,16.7,8.9,12.9,5.8,8507,0,5,6
497,16/05/2016,0.0,0.0,19.4,7.2,12.9,3.8,11357,0,5,0
498,17/05/2016,10.4,0.0,15.0,12.2,13.9,1.9,5374,0,5,1
499,18/05/2016,0.0,0.0,18.9,12.2,14.7,2.9,10583,0,5,2
500,19/05/2016,0.3,0.0,21.1,13.3,16.4,2.5,11720,0,5,3
501,20/05/2016,0.0,0.0,24.4,11.7,18.2,2.4,13860,0,5,4
502,21/05/2016,16.5,0.0,17.2,12.8,15.7,4.7,4432,0,5,5
503,22/05/2016,9.4,0.0,14.4,12.2,13.1,4.3,2851,0,5,6
504,23/05/2016,4.6,0.0,23.9,13.9,16.6,3.1,8048,0,5,0
505,24/05/2016,0.0,0.0,28.3,13.9,20.5,4.0,13235,0,5,1
506,25/05/2016,0.0,0.0,30.0,15.6,23.0,2.2,12786,0,5,2
507,26/05/2016,0.0,0.0,31.1,17.2,23.1,3.5,12188,0,5,3
508,27/05/2016,0.0,0.0,31.1,20.6,25.4,3.8,12139,0,5,4
509,28/05/2016,0.0,0.0,30.6,21.1,25.5,4.3,11560,0,5,5
510,29/05/2016,10.9,0.0,28.3,18.9,23.7,2.7,9069,0,5,6
511,30/05/2016,0.0,0.0,26.7,20.0,22.7,2.6,9930,1,5,0
512,31/05/2016,0.0,0.0,30.6,21.1,24.7,1.7,11578,0,5,1
513,01/06/2016,0.0,0.0,30.6,20.6,25.4,2.6,12355,0,6,2
514,02/06/2016,0.0,0.0,27.8,20.0,23.4,2.2,12366,0,6,3
515,03/06/2016,8.1,0.0,27.2,22.2,23.7,2.7,8517,0,6,4
516,04/06/2016,0.0,0.0,27.8,21.1,23.8,3.4,11991,0,6,5
517,05/06/2016,4.1,0.0,29.4,21.1,24.7,4.7,9378,0,6,6
518,06/06/2016,0.0,0.0,30.6,20.6,24.7,3.8,12468,0,6,0
519,07/06/2016,0.0,0.0,30.6,18.3,25.4,4.3,13271,0,6,1
520,08/06/2016,0.0,0.0,23.3,16.7,20.9,6.3,13586,0,6,2
521,09/06/2016,0.0,0.0,27.8,11.7,20.3,4.3,13423,0,6,3
522,10/06/2016,0.0,0.0,27.8,17.2,22.8,4.4,13730,0,6,4
523,11/06/2016,0.0,0.0,35.6,18.9,25.7,4.4,11993,0,6,5
524,12/06/2016,0.0,0.0,33.9,21.1,29.4,6.4,11023,0,6,6
525,13/06/2016,0.0,0.0,27.2,17.8,22.7,4.9,13161,0,6,0
526,14/06/2016,0.0,0.0,27.2,19.4,24.1,3.9,13949,0,6,1
527,15/06/2016,0.0,0.0,28.3,18.9,22.8,3.0,12954,0,6,2
528,16/06/2016,11.7,0.0,31.7,20.0,25.2,3.8,11056,0,6,3
529,17/06/2016,0.0,0.0,27.8,18.9,22.6,4.6,13290,0,6,4
530,18/06/2016,0.0,0.0,29.4,18.9,24.1,3.0,13550,0,6,5
531,19/06/2016,0.0,0.0,32.2,18.3,24.8,3.2,11830,0,6,6
532,20/06/2016,0.0,0.0,32.8,20.0,26.3,3.4,12912,0,6,0
533,21/06/2016,25.1,0.0,32.8,22.2,26.7,3.5,9513,0,6,1
534,22/06/2016,0.0,0.0,30.0,20.6,24.9,3.6,13902,0,6,2
535,23/06/2016,13.5,0.0,27.8,21.1,24.2,3.0,9435,0,6,3
536,24/06/2016,0.0,0.0,30.0,21.7,25.4,3.5,12405,0,6,4
537,25/06/2016,0.0,0.0,29.4,22.2,24.9,3.5,13600,0,6,5
538,26/06/2016,0.0,0.0,30.0,18.9,24.9,2.3,12356,0,6,6
539,27/06/2016,8.9,0.0,30.6,20.0,24.7,4.5,11922,0,6,0
540,28/06/2016,22.1,0.0,30.6,20.6,25.9,3.0,11064,0,6,1
541,29/06/2016,0.0,0.0,27.8,20.0,23.7,4.7,13778,0,6,2
542,30/06/2016,0.0,0.0,28.9,18.3,23.7,2.8,13318,0,6,3
543,01/07/2016,6.1,0.0,31.1,21.7,25.8,3.2,12405,0,7,4
544,02/07/2016,0.0,0.0,26.7,21.1,24.3,4.3,14072,0,7,5
545,03/07/2016,1.8,0.0,23.3,17.8,21.7,2.1,13036,0,7,6
546,04/07/2016,7.9,0.0,23.3,20.0,21.3,4.1,7600,1,7,0
547,05/07/2016,6.9,0.0,32.8,23.3,26.6,3.6,11970,0,7,1
548,06/07/2016,0.0,0.0,34.4,25.0,29.1,2.2,12448,0,7,2
549,07/07/2016,0.0,0.0,33.9,25.0,29.4,3.7,12218,0,7,3
550,08/07/2016,0.8,0.0,32.8,25.0,28.8,3.2,11581,0,7,4
551,09/07/2016,4.6,0.0,33.9,25.6,28.4,3.8,12198,0,7,5
552,10/07/2016,0.0,0.0,30.0,23.3,26.9,4.0,11981,0,7,6
553,11/07/2016,0.0,0.0,31.1,21.1,26.4,2.6,12710,0,7,0
554,12/07/2016,0.0,0.0,30.6,22.8,26.3,3.6,13168,0,7,1
555,13/07/2016,0.0,0.0,32.2,23.9,27.4,3.0,12520,0,7,2
556,14/07/2016,0.0,0.0,36.7,23.9,29.5,4.5,12086,0,7,3
557,15/07/2016,0.0,0.0,34.4,24.4,29.7,3.5,12613,0,7,4
558,16/07/2016,10.9,0.0,33.9,22.2,28.4,3.0,13837,0,7,5
559,17/07/2016,0.0,0.0,33.9,21.7,26.2,3.1,15526,0,7,6
560,18/07/2016,11.2,0.0,35.0,22.8,28.4,3.8,9729,0,7,0
561,19/07/2016,11.7,0.0,33.3,21.1,27.1,3.3,12325,0,7,1
562,20/07/2016,0.0,0.0,31.7,21.1,25.9,2.6,13300,0,7,2
563,21/07/2016,0.0,0.0,32.2,21.7,26.9,3.1,12862,0,7,3
564,22/07/2016,0.0,0.0,35.0,23.3,28.3,3.6,12105,0,7,4
565,23/07/2016,0.0,0.0,36.7,26.1,31.2,3.8,10261,0,7,5
566,24/07/2016,0.0,0.0,36.1,26.7,31.5,3.1,9615,0,7,6
567,25/07/2016,0.0,0.0,37.8,27.2,31.8,3.8,10275,0,7,0
568,26/07/2016,0.0,0.0,36.7,26.7,31.1,2.9,11150,0,7,1
569,27/07/2016,0.0,0.0,36.1,27.2,30.9,2.9,11564,0,7,2
570,28/07/2016,6.9,0.0,35.0,25.0,29.9,3.1,9364,0,7,3
571,29/07/2016,2.5,0.0,33.3,23.9,27.2,3.4,12148,0,7,4
572,30/07/2016,8.4,0.0,32.2,23.3,28.1,3.7,8930,0,7,5
573,31/07/2016,0.0,0.0,33.3,23.9,26.9,2.3,10838,0,7,6
574,01/08/2016,0.0,0.0,33.9,24.4,28.4,2.9,11948,0,8,0
575,02/08/2016,0.0,0.0,32.8,23.9,27.7,3.4,13369,0,8,1
576,03/08/2016,0.0,0.0,28.3,22.2,25.3,3.1,13587,0,8,2
577,04/08/2016,0.0,0.0,30.0,21.1,25.3,3.0,13555,0,8,3
578,05/08/2016,0.0,0.0,29.4,22.8,25.3,3.7,13186,0,8,4
579,06/08/2016,1.5,0.0,34.4,23.9,27.2,3.6,11340,0,8,5
580,07/08/2016,0.0,0.0,33.3,21.7,27.7,3.2,11962,0,8,6
581,08/08/2016,0.0,0.0,33.3,21.1,26.6,2.9,11926,0,8,0
582,09/08/2016,0.0,0.0,27.2,20.0,23.7,1.9,12424,0,8,1
583,10/08/2016,0.0,0.0,35.0,25.0,28.6,4.9,12258,0,8,2
584,11/08/2016,0.0,0.0,36.1,25.6,30.4,4.8,11466,0,8,3
585,12/08/2016,0.0,0.0,37.2,27.2,31.2,5.0,10853,0,8,4
586,13/08/2016,0.0,0.0,38.3,27.2,31.8,5.1,8717,0,8,5
587,14/08/2016,0.0,0.0,37.8,26.7,32.8,3.9,7708,0,8,6
588,15/08/2016,29.5,0.0,37.8,22.8,29.9,3.1,9240,0,8,0
589,16/08/2016,0.0,0.0,36.1,23.9,27.9,4.3,11316,0,8,1
590,17/08/2016,22.4,0.0,35.0,22.2,30.7,3.4,10988,0,8,2
591,18/08/2016,0.0,0.0,33.3,23.3,27.5,3.4,11821,0,8,3
592,19/08/2016,0.0,0.0,33.3,23.3,28.6,2.3,11915,0,8,4
593,20/08/2016,0.0,0.0,32.8,23.9,28.3,2.8,11534,0,8,5
594,21/08/2016,17.5,0.0,32.8,23.3,26.8,4.4,7252,0,8,6
595,22/08/2016,0.0,0.0,29.4,20.6,25.3,4.1,12349,0,8,0
596,23/08/2016,0.0,0.0,28.9,19.4,24.6,2.6,13042,0,8,1
597,24/08/2016,0.0,0.0,30.0,19.4,24.7,3.9,12753,0,8,2
598,25/08/2016,0.0,0.0,31.7,21.7,25.9,4.4,12524,0,8,3
599,26/08/2016,0.0,0.0,35.0,25.0,29.7,3.3,11296,0,8,4
600,27/08/2016,0.0,0.0,33.3,25.0,29.8,3.2,11197,0,8,5
601,28/08/2016,0.0,0.0,32.2,23.3,27.5,2.3,10528,0,8,6
602,29/08/2016,0.0,0.0,34.4,22.2,27.6,2.5,11429,0,8,0
603,30/08/2016,0.0,0.0,32.8,23.9,28.3,2.8,12214,0,8,1
604,31/08/2016,0.0,0.0,32.8,22.8,27.4,3.2,11609,0,8,2
605,01/09/2016,0.8,0.0,28.3,22.2,25.9,3.6,9990,0,9,3
606,02/09/2016,0.0,0.0,27.2,19.4,23.9,4.7,12709,0,9,4
607,03/09/2016,0.0,0.0,27.8,21.1,23.8,6.7,11019,0,9,5
608,04/09/2016,0.0,0.0,28.3,20.0,23.9,3.6,12784,0,9,6
609,05/09/2016,0.0,0.0,31.1,18.3,24.2,2.5,11211,1,9,0
610,06/09/2016,0.0,0.0,34.4,21.7,27.4,5.2,11749,0,9,1
611,07/09/2016,0.5,0.0,34.4,22.8,28.1,2.7,11027,0,9,2
612,08/09/2016,0.0,0.0,36.7,23.9,28.6,3.7,11468,0,9,3
613,09/09/2016,0.0,0.0,35.6,25.6,30.1,3.2,11409,0,9,4
614,10/09/2016,0.0,0.0,35.0,25.0,29.4,4.7,10372,0,9,5
615,11/09/2016,0.0,0.0,30.0,21.1,27.9,4.9,11573,0,9,6
616,12/09/2016,0.0,0.0,30.0,18.9,24.1,3.5,12307,0,9,0
617,13/09/2016,0.0,0.0,31.7,20.6,25.3,4.6,12802,0,9,1
618,14/09/2016,0.0,0.0,35.0,20.6,27.0,3.0,12520,0,9,2
619,15/09/2016,0.0,0.0,25.0,19.4,24.1,4.2,13265,0,9,3
620,16/09/2016,0.0,0.0,26.1,18.9,21.8,3.0,13205,0,9,4
621,17/09/2016,0.0,0.0,28.3,20.0,23.5,3.7,12895,0,9,5
622,18/09/2016,0.0,0.0,31.7,21.7,25.5,4.1,11338,0,9,6
623,19/09/2016,11.7,0.0,25.6,22.8,24.8,3.0,8459,0,9,0
624,20/09/2016,0.0,0.0,26.7,21.7,23.6,3.8,12625,0,9,1
625,21/09/2016,0.0,0.0,27.8,22.8,24.9,3.5,12486,0,9,2
626,22/09/2016,0.0,0.0,30.6,20.0,25.1,3.1,12725,0,9,3
627,23/09/2016,0.0,0.0,32.2,18.9,24.6,2.2,13336,0,9,4
628,24/09/2016,0.0,0.0,25.0,18.3,23.2,3.8,13092,0,9,5
629,25/09/2016,0.0,0.0,23.9,15.0,19.3,2.8,11943,0,9,6
630,26/09/2016,3.0,0.0,21.7,17.8,19.7,4.4,11451,0,9,0
631,27/09/2016,10.9,0.0,25.0,18.3,20.7,2.4,12351,0,9,1
632,28/09/2016,7.9,0.0,21.7,17.8,19.5,4.4,7723,0,9,2
633,29/09/2016,25.9,0.0,21.1,18.3,20.8,7.0,5886,0,9,3
634,30/09/2016,2.8,0.0,18.9,16.7,18.0,6.6,8526,0,9,4
635,01/10/2016,5.8,0.0,19.4,17.2,18.3,3.8,6629,0,10,5
636,02/10/2016,0.5,0.0,24.4,18.3,19.9,1.6,10444,0,10,6
637,03/10/2016,0.0,0.0,25.6,17.2,21.3,3.0,12301,0,10,0
638,04/10/2016,0.0,0.0,24.4,15.0,18.9,4.3,12794,0,10,1
639,05/10/2016,0.0,0.0,22.2,14.4,17.9,3.7,12590,0,10,2
640,06/10/2016,0.0,0.0,21.1,15.6,18.1,3.0,12362,0,10,3
641,07/10/2016,0.0,0.0,23.3,16.7,19.1,3.3,13195,0,10,4
642,08/10/2016,6.4,0.0,19.4,18.3,19.2,4.2,5125,0,10,5
643,09/10/2016,2.3,0.0,20.6,12.2,17.3,8.9,10026,0,10,6
644,10/10/2016,0.0,0.0,18.9,9.4,14.2,4.8,10415,1,10,0
645,11/10/2016,0.0,0.0,20.0,7.8,13.5,1.7,11529,0,10,1
646,12/10/2016,0.0,0.0,21.1,10.0,15.1,1.7,11797,0,10,2
647,13/10/2016,0.0,0.0,22.8,12.2,16.4,3.8,12239,0,10,3
648,14/10/2016,0.0,0.0,19.4,9.4,14.6,2.2,12471,0,10,4
649,15/10/2016,0.0,0.0,20.6,10.0,14.8,2.2,12319,0,10,5
650,16/10/2016,0.0,0.0,22.8,11.7,16.2,3.1,11253,0,10,6
651,17/10/2016,0.0,0.0,27.8,15.0,20.1,3.0,11905,0,10,0
652,18/10/2016,0.0,0.0,27.8,17.2,21.1,3.8,12986,0,10,1
653,19/10/2016,0.0,0.0,30.6,18.3,23.3,2.2,12922,0,10,2
654,20/10/2016,0.5,0.0,29.4,20.0,23.8,3.7,13019,0,10,3
655,21/10/2016,6.6,0.0,26.1,14.4,21.1,5.8,10585,0,10,4
656,22/10/2016,0.0,0.0,16.1,10.6,14.0,8.5,8904,0,10,5
657,23/10/2016,0.0,0.0,20.6,7.2,13.2,4.6,9605,0,10,6
658,24/10/2016,0.0,0.0,21.7,10.6,16.3,5.1,10800,0,10,0
